user_id,profile,monthly_incomes,mean_income,income_std,income_trend,fixed_expenses,cash_flow_health_ratio,num_income_sources,total_bills,on_time_payments,avg_delay_days,recharge_regularity,recurring_payments_detected,emi_consistency_score,total_transactions,txn_regularity_score,essential_ratio,has_recurring_savings,min_balance_maintained,avg_monthly_savings,platforms,tenure_months,platform_rating,active_days_per_month,shock_recovery_score,default
USR0106,moderate,"[14746, 15167, 15536, 17237, 17335, 14494]",15752.5,1132.45,198.43,9357.64,0.406,3,20,13,2.2,0.63,1,0.77,120,0.5304,0.6579,0,1,1591,"[""Ola"", ""UrbanClap"", ""Dunzo""]",19,4.5,16,1.0,1
USR0107,moderate,"[20068, 30739, 18788, 29871, 29621, 20719]",24967.67,5151.87,313.83,14093.84,0.4355,1,15,10,5.6,0.61,1,0.62,142,0.6026,0.7938,1,0,1993,"[""Zomato""]",20,3.9,19,0.6667,0
USR0108,good,"[43153, 43732, 42326, 41259, 41100, 47664]",43205.67,2204.3,388.34,12552.94,0.7095,1,23,21,1.0,0.82,2,0.98,207,0.6372,0.7699,1,1,4430,"[""Zomato""]",32,4.5,22,1.0,0
USR0109,moderate,"[35087, 28278, 33005, 25316, 28671, 32362]",30453.17,3314.76,-575.29,12379.57,0.5935,3,14,11,5.5,0.68,2,0.61,128,0.5639,0.6995,1,1,1981,"[""Ola"", ""Swiggy"", ""UrbanClap""]",13,4.5,22,1.0,0
USR0110,risky,"[8587, 6550, 8998, 8749, 12215, 9013]",9018.67,1661.85,539.31,6667.14,0.2607,1,23,14,11.9,0.31,0,0.29,95,0.479,0.7683,0,0,215,"[""UrbanClap""]",6,3.1,8,1.0,1
USR0111,moderate,"[28743, 27515, 29133, 33686, 33233, 34326]",31106.0,2705.57,1417.77,16680.31,0.4638,3,20,12,5.3,0.58,2,0.78,143,0.5053,0.7466,1,1,1447,"[""Swiggy"", ""Uber"", ""Ola""]",9,4.0,22,1.0,1
USR0112,good,"[20061, 20559, 20062, 22037, 20598, 19834]",20525.17,730.27,27.34,5613.63,0.7265,2,20,19,0.1,0.86,2,0.94,203,0.6574,0.7585,1,1,5512,"[""Uber"", ""Swiggy""]",16,4.7,28,1.0,0
USR0113,good,"[40398, 42894, 41087, 39903, 47652, 40763]",42116.17,2645.47,426.14,16871.84,0.5994,3,13,12,0.3,0.93,3,0.95,204,0.6006,0.7212,1,1,5899,"[""Dunzo"", ""Ola"", ""Uber""]",47,4.8,26,1.0,0
USR0114,good,"[39389, 38481, 38781, 41455, 37080, 39862]",39174.67,1338.04,23.89,11858.11,0.6973,3,23,22,1.3,0.98,3,0.9,201,0.6882,0.7588,1,1,2733,"[""Zomato"", ""Dunzo"", ""Uber""]",41,4.6,27,1.0,0
USR0115,moderate,"[16785, 17658, 16236, 19237, 22322, 20008]",18707.67,2079.34,945.94,9197.2,0.5084,3,18,14,2.9,0.55,2,0.8,126,0.5087,0.7457,0,0,2038,"[""UrbanClap"", ""Dunzo"", ""Ola""]",23,3.9,21,1.0,0
USR0116,moderate,"[23542, 21980, 15766, 25568, 19686, 26385]",22154.5,3615.04,489.57,13464.69,0.3922,3,20,13,3.2,0.55,1,0.73,126,0.5291,0.6851,0,0,1867,"[""UrbanClap"", ""Dunzo"", ""Ola""]",21,4.2,24,1.0,0
USR0117,moderate,"[10473, 13795, 10715, 10290, 13911, 14046]",12205.0,1718.28,508.23,5652.97,0.5368,1,22,17,4.0,0.78,1,0.64,129,0.4045,0.726,1,0,2099,"[""Swiggy""]",9,4.5,15,1.0,1
USR0118,moderate,"[20599, 24685, 17711, 19934, 30522, 27467]",23486.33,4492.46,1544.97,14494.45,0.3829,3,12,9,3.2,0.71,2,0.59,138,0.6388,0.7492,0,0,515,"[""Uber"", ""Zomato"", ""Dunzo""]",22,4.3,24,1.0,0
USR0119,moderate,"[22917, 24159, 22651, 21760, 28281, 18761]",23088.17,2852.51,-265.86,10227.34,0.557,1,19,14,2.8,0.78,1,0.76,138,0.5893,0.7526,1,1,1459,"[""Swiggy""]",7,4.4,22,0.8333,0
USR0120,good,"[18030, 18085, 19197, 17572, 19921, 18273]",18513.0,796.86,145.66,7015.92,0.621,1,17,14,0.4,0.89,3,0.81,211,0.6476,0.7346,1,1,7810,"[""Ola""]",13,4.6,22,1.0,0
USR0121,good,"[24092, 24150, 24303, 22346, 25323, 23005]",23869.83,957.18,-110.66,8365.5,0.6495,1,22,20,0.4,0.92,2,0.96,208,0.5797,0.7121,1,1,2883,"[""Ola""]",47,4.9,26,1.0,0
USR0122,risky,"[21410, 29650, 23663, 25474, 16253, 18008]",22409.67,4503.0,-1582.57,15309.59,0.3168,1,22,7,10.5,0.41,0,0.5,88,0.5739,0.683,0,0,131,"[""UrbanClap""]",6,3.0,13,0.6667,1
USR0123,good,"[20204, 20520, 19802, 21385, 21435, 23365]",21118.5,1165.16,575.23,5903.91,0.7204,2,23,21,1.8,0.96,3,0.82,205,0.6584,0.7431,1,1,3881,"[""Ola"", ""Zomato""]",24,4.8,25,1.0,0
USR0124,risky,"[12495, 14882, 13100, 11204, 9655, 18205]",13256.83,2736.11,313.51,8604.07,0.351,1,18,11,6.8,0.38,0,0.14,74,0.5177,0.8507,0,0,63,"[""Dunzo""]",1,3.7,11,1.0,1
USR0125,good,"[19032, 18427, 17877, 19716, 18106, 19469]",18771.17,684.12,87.46,7054.61,0.6242,1,16,14,0.6,0.87,4,0.96,203,0.6501,0.7694,1,1,7907,"[""Zomato""]",28,4.9,25,1.0,0
USR0126,good,"[43336, 45864, 42422, 47618, 41027, 40625]",43482.0,2520.41,-653.43,14005.84,0.6779,3,23,20,1.0,0.91,4,0.95,207,0.523,0.7553,1,1,4546,"[""Ola"", ""Dunzo"", ""Swiggy""]",43,4.5,28,1.0,0
USR0127,moderate,"[22674, 25884, 26763, 19943, 21405, 31488]",24692.83,3858.44,680.37,12463.58,0.4953,3,17,13,3.2,0.63,1,0.73,132,0.5667,0.7482,1,1,1238,"[""UrbanClap"", ""Dunzo"", ""Ola""]",21,4.4,15,1.0,0
USR0128,good,"[28750, 26451, 30428, 32402, 29178, 28850]",29343.17,1803.71,304.43,10667.97,0.6364,2,17,15,1.2,0.96,2,0.99,233,0.7206,0.7772,1,1,7728,"[""Uber"", ""Swiggy""]",46,4.6,25,1.0,0
USR0129,risky,"[16169, 4757, 7657, 10999, 21058, 16511]",12858.5,5592.85,1541.57,8101.32,0.37,1,14,7,13.2,0.49,0,0.47,79,0.4352,0.7411,0,0,274,"[""Ola""]",6,3.6,5,0.3333,0
USR0130,good,"[31323, 33833, 29395, 30338, 34113, 34760]",32293.67,2038.44,541.94,11149.04,0.6548,2,14,13,0.9,0.98,2,0.81,220,0.6559,0.718,1,1,6973,"[""Uber"", ""Dunzo""]",39,5.0,22,1.0,0
USR0131,good,"[39520, 45750, 42124, 41995, 42939, 43093]",42570.17,1841.83,265.8,16117.17,0.6214,2,18,15,0.1,0.97,3,1.0,204,0.6884,0.7882,1,1,2225,"[""Uber"", ""Dunzo""]",41,4.6,27,1.0,0
USR0132,risky,"[19855, 25933, 29586, 29205, 25588, 31108]",26879.17,3708.57,1567.11,18855.36,0.2985,1,19,11,13.6,0.48,0,0.43,81,0.663,0.8547,0,0,431,"[""Ola""]",8,3.3,13,1.0,1
USR0133,moderate,"[29489, 33595, 31209, 29424, 27846, 25828]",29565.17,2445.72,-1066.77,17348.94,0.4132,1,13,9,4.4,0.52,2,0.63,125,0.5348,0.8157,1,1,821,"[""UrbanClap""]",12,4.1,23,1.0,1
USR0134,moderate,"[18425, 24891, 19020, 22763, 24397, 26455]",22658.5,2988.64,1211.74,10529.8,0.5353,1,16,11,3.2,0.8,2,0.6,146,0.5985,0.7281,0,1,1416,"[""Ola""]",11,3.9,21,1.0,0
USR0135,risky,"[11571, 15384, 20964, 24782, 19580, 20289]",18761.67,4227.12,1714.17,15454.1,0.1763,1,21,11,9.7,0.29,0,0.14,78,0.5025,0.6693,0,0,402,"[""UrbanClap""]",4,3.8,13,1.0,1
USR0136,moderate,"[23884, 28713, 20203, 27221, 27885, 35165]",27178.5,4585.32,1741.11,16634.5,0.388,2,19,14,2.3,0.73,2,0.7,143,0.5626,0.7339,1,1,2293,"[""Swiggy"", ""Uber""]",13,4.5,23,1.0,0
USR0137,risky,"[2190, 10759, 15119, 17490, 17710, 12901]",12694.83,5294.08,2193.69,7776.93,0.3874,1,13,8,10.9,0.25,0,0.46,100,0.3917,0.8002,0,0,36,"[""Uber""]",9,3.2,16,1.0,0
USR0138,good,"[29238, 31643, 27439, 26721, 28344, 28826]",28701.83,1559.91,-362.14,12129.39,0.5774,2,13,11,0.8,0.92,2,0.99,206,0.693,0.7144,1,1,7933,"[""Ola"", ""Swiggy""]",26,4.6,29,1.0,0
USR0139,moderate,"[14062, 14398, 14789, 18528, 14753, 17543]",15678.83,1707.66,634.54,7666.42,0.511,2,17,13,2.3,0.5,1,0.69,138,0.586,0.7637,1,1,1228,"[""Zomato"", ""Ola""]",22,4.3,22,1.0,0
USR0140,risky,"[17521, 20471, 23322, 20289, 16520, 14492]",18769.17,2911.05,-858.03,14275.11,0.2394,1,23,12,8.5,0.3,0,0.32,90,0.5495,0.6863,0,0,257,"[""Zomato""]",3,3.2,12,1.0,0
USR0141,moderate,"[27303, 23122, 19674, 18782, 19389, 16296]",20761.0,3542.33,-1917.89,9128.68,0.5603,2,18,11,6.6,0.72,1,0.69,121,0.6182,0.7321,1,0,1556,"[""UrbanClap"", ""Swiggy""]",23,4.4,15,1.0,0
USR0142,good,"[37182, 37093, 36107, 32024, 31359, 36356]",35020.17,2391.55,-726.14,15285.13,0.5635,1,19,17,1.9,0.98,4,0.92,223,0.5745,0.7652,1,1,4408,"[""Zomato""]",28,4.4,27,1.0,0
USR0143,moderate,"[16016, 20431, 15313, 16621, 15778, 17357]",16919.33,1698.59,-169.89,8125.66,0.5197,1,21,17,5.5,0.66,1,0.52,140,0.5685,0.6847,1,0,2791,"[""Swiggy""]",17,4.0,18,1.0,1
USR0144,moderate,"[24817, 22944, 21135, 14845, 16446, 20788]",20162.5,3483.92,-1312.26,10187.67,0.4947,2,15,10,5.6,0.7,1,0.69,133,0.635,0.6749,1,0,2921,"[""Swiggy"", ""Dunzo""]",23,3.8,18,1.0,0
USR0145,good,"[26127, 24487, 22155, 24014, 25621, 26215]",24769.83,1422.65,162.89,10991.35,0.5563,2,13,12,0.6,0.97,2,0.93,191,0.5598,0.6845,1,1,7510,"[""Ola"", ""Uber""]",32,4.4,23,1.0,0
USR0146,risky,"[6824, 12348, 13104, 10575, 10948, 15371]",11528.33,2623.52,1028.74,9249.12,0.1977,1,16,8,8.3,0.34,0,0.32,82,0.6094,0.7787,0,0,300,"[""Ola""]",6,4.0,14,1.0,0
USR0147,risky,"[12877, 8465, 13396, 9302, 9092, 6903]",10005.83,2347.66,-916.66,8140.14,0.1865,1,18,7,8.5,0.22,0,0.23,98,0.5705,0.7399,0,0,493,"[""UrbanClap""]",2,4.0,8,0.6667,1
USR0148,good,"[23111, 26094, 24084, 21897, 24523, 23265]",23829.0,1306.59,-175.14,9452.0,0.6033,3,23,21,2.0,0.95,3,0.83,217,0.6125,0.7341,1,1,4585,"[""UrbanClap"", ""Ola"", ""Dunzo""]",33,4.7,28,1.0,0
USR0149,risky,"[12853, 12218, 10780, 9740, 8341, 16351]",11713.83,2556.01,137.69,8133.67,0.3056,1,23,10,13.0,0.45,0,0.24,72,0.3672,0.6825,0,0,277,"[""UrbanClap""]",8,3.4,9,1.0,0
USR0150,good,"[34527, 36488, 35453, 36172, 33644, 35015]",35216.5,963.88,-153.51,13652.86,0.6123,1,13,11,1.7,0.93,2,0.85,218,0.6085,0.7903,1,1,7336,"[""Dunzo""]",41,4.7,23,1.0,0
USR0151,moderate,"[21683, 14265, 14101, 20935, 14897, 25878]",18626.5,4484.56,848.71,9555.6,0.487,2,17,10,3.5,0.6,1,0.71,147,0.617,0.7061,1,0,2330,"[""Ola"", ""UrbanClap""]",7,3.8,22,0.5,1
USR0152,good,"[33965, 36120, 37436, 35744, 34138, 32582]",34997.5,1602.24,-415.8,15154.73,0.567,1,23,21,0.9,0.98,2,0.8,211,0.6362,0.7233,1,1,3177,"[""UrbanClap""]",47,4.8,24,1.0,0
USR0153,good,"[24306, 25577, 23978, 25906, 27453, 23640]",25143.33,1318.04,120.74,8121.57,0.677,1,16,15,1.7,0.88,4,0.97,213,0.5586,0.7209,1,1,2200,"[""Zomato""]",28,4.8,26,1.0,0
USR0154,risky,"[6718, 5491, 12358, 9512, 6480, 7265]",7970.67,2311.65,81.6,5678.63,0.2876,1,13,4,7.6,0.37,0,0.4,62,0.3241,0.7892,0,0,276,"[""Dunzo""]",3,3.9,5,0.6667,1
USR0155,risky,"[18933, 15883, 13782, 17469, 14854, 14770]",15948.5,1756.13,-577.57,11192.99,0.2982,1,12,4,8.1,0.25,0,0.48,86,0.667,0.7572,0,0,305,"[""Swiggy""]",5,3.2,14,1.0,1
USR0156,moderate,"[22080, 18136, 21129, 19026, 24315, 23744]",21405.0,2266.3,707.26,12517.64,0.4152,1,22,18,3.7,0.63,1,0.78,121,0.6273,0.7642,0,0,1006,"[""Dunzo""]",22,4.5,21,1.0,0
USR0157,risky,"[11304, 13303, 5680, 17589, 17926, 14830]",13438.67,4164.72,1240.23,9769.81,0.273,1,12,5,11.9,0.47,0,0.13,99,0.5746,0.7121,0,0,153,"[""Ola""]",5,3.8,6,0.6667,0
USR0158,risky,"[13355, 8696, 10057, 18507, 21054, 11220]",13814.83,4503.52,995.69,11428.35,0.1727,1,14,6,8.0,0.24,0,0.23,77,0.424,0.7105,0,0,415,"[""Uber""]",10,3.6,14,0.5,1
USR0159,good,"[31697, 36426, 30720, 35814, 36254, 36343]",34542.33,2382.01,794.51,9973.61,0.7113,1,12,10,0.3,0.92,2,0.84,206,0.5615,0.7468,1,1,6690,"[""Swiggy""]",21,4.8,25,1.0,0
USR0160,risky,"[27207, 20820, 22154, 9278, 18171, 17672]",19217.0,5436.0,-1957.09,13093.22,0.3187,1,21,7,5.8,0.46,0,0.13,69,0.6002,0.7546,0,0,344,"[""Swiggy""]",11,3.2,15,0.5,0
USR0161,good,"[41843, 45216, 41100, 47432, 45225, 42360]",43862.67,2250.81,255.54,16440.41,0.6252,2,19,16,0.7,0.97,4,0.96,202,0.6389,0.7482,1,1,2125,"[""Uber"", ""Swiggy""]",20,4.5,24,1.0,0
USR0162,moderate,"[22665, 20635, 17907, 23536, 25087, 24333]",22360.5,2436.19,780.71,12791.58,0.4279,1,18,12,4.6,0.51,1,0.57,133,0.6366,0.8155,0,0,1645,"[""Dunzo""]",14,4.4,20,1.0,0
USR0163,risky,"[8843, 16857, 9263, 14753, 18880, 11484]",13346.67,3771.54,707.54,8054.61,0.3965,1,17,7,14.7,0.33,0,0.19,91,0.4912,0.7567,0,0,40,"[""Uber""]",8,3.1,10,0.5,1
USR0164,risky,"[15698, 17735, 14241, 7469, 13441, 14822]",13901.0,3174.77,-686.69,10870.09,0.218,1,15,4,5.3,0.31,0,0.5,93,0.5154,0.7788,0,0,463,"[""Swiggy""]",5,3.3,11,0.6667,1
USR0165,risky,"[15070, 14202, 17142, 10735, 15135, 14827]",14518.5,1918.21,-137.8,11901.93,0.1802,1,20,7,7.2,0.35,0,0.18,82,0.5644,0.6919,0,0,200,"[""Ola""]",3,3.6,10,0.5,0
USR0166,risky,"[4625, 10704, 12133, 17972, 11584, 12752]",11628.33,3908.59,1403.26,8815.67,0.2419,1,23,10,14.0,0.3,0,0.22,85,0.4531,0.7779,0,0,171,"[""Ola""]",11,3.4,17,0.6667,1
USR0167,good,"[24219, 22039, 23599, 22411, 22075, 22632]",22829.17,809.44,-257.57,9141.47,0.5996,2,18,17,0.7,0.89,4,0.8,240,0.7445,0.7455,1,1,5600,"[""Uber"", ""Dunzo""]",41,4.8,23,1.0,0
USR0168,moderate,"[16041, 21492, 18510, 22718, 18324, 19852]",19489.5,2189.92,393.11,11751.75,0.397,3,21,17,4.8,0.54,2,0.57,146,0.6204,0.7575,1,1,1057,"[""UrbanClap"", ""Ola"", ""Uber""]",17,3.9,16,1.0,1
USR0169,risky,"[8652, 10336, 8869, 12470, 10893, 8125]",9890.83,1502.87,75.34,6429.75,0.3499,1,14,6,6.1,0.25,0,0.13,88,0.3919,0.7437,0,0,125,"[""UrbanClap""]",8,3.1,8,1.0,1
USR0170,good,"[37174, 41643, 34174, 35049, 33445, 33359]",35807.33,2908.05,-1222.69,12235.6,0.6583,1,14,12,0.9,0.91,4,0.87,213,0.6752,0.7179,1,1,4287,"[""Dunzo""]",30,4.9,24,1.0,0
USR0171,moderate,"[17215, 18055, 16217, 23826, 14965, 19110]",18231.33,2824.38,223.26,11362.08,0.3768,2,14,10,4.3,0.66,2,0.59,114,0.5524,0.7647,0,1,2688,"[""Uber"", ""Ola""]",15,4.5,15,0.6667,0
USR0172,risky,"[20520, 19984, 22391, 14703, 16387, 4730]",16452.5,5841.86,-2783.69,10824.72,0.3421,1,16,7,11.2,0.5,0,0.34,84,0.4983,0.7542,0,0,256,"[""Zomato""]",11,3.0,15,0.5,0
USR0173,moderate,"[25289, 26803, 20755, 18627, 20962, 27909]",23390.83,3444.82,-187.17,12917.11,0.4478,3,20,14,4.9,0.64,2,0.58,138,0.494,0.7907,0,0,916,"[""Swiggy"", ""Uber"", ""Zomato""]",6,4.3,23,1.0,1
USR0174,good,"[36221, 35170, 33280, 35022, 35215, 36787]",35282.5,1098.44,134.49,11250.23,0.6811,1,16,15,1.3,0.87,2,0.82,187,0.6202,0.7885,1,1,5489,"[""Zomato""]",35,4.4,28,1.0,0
USR0175,risky,"[18254, 15910, 10631, 16604, 8172, 11216]",13464.5,3648.54,-1498.03,10596.0,0.213,1,17,7,13.0,0.31,0,0.38,81,0.5176,0.6718,0,0,55,"[""Swiggy""]",1,3.8,10,0.6667,1
USR0176,good,"[39399, 38270, 39409, 38966, 43355, 38373]",39628.67,1724.74,276.63,14010.7,0.6465,2,19,18,0.9,0.81,3,0.84,195,0.6082,0.7686,1,1,3061,"[""Dunzo"", ""Swiggy""]",37,4.4,22,1.0,0
USR0177,moderate,"[26991, 37187, 33868, 22363, 37693, 30769]",31478.5,5487.11,254.37,12792.89,0.5936,2,13,10,5.1,0.62,2,0.65,148,0.6049,0.7085,1,0,1524,"[""Zomato"", ""Dunzo""]",7,3.9,19,0.6667,0
USR0178,moderate,"[16653, 19409, 19238, 17487, 16146, 18126]",17843.17,1218.0,-119.29,8750.93,0.5096,2,18,12,2.6,0.64,2,0.66,135,0.4848,0.7722,0,0,2324,"[""Swiggy"", ""Dunzo""]",16,4.2,20,1.0,0
USR0179,moderate,"[23314, 25286, 19142, 27226, 21896, 21244]",23018.0,2657.32,-355.31,14135.28,0.3859,3,16,12,3.0,0.6,1,0.74,141,0.6167,0.7261,0,0,910,"[""Zomato"", ""Uber"", ""Dunzo""]",11,4.0,15,1.0,0
USR0180,risky,"[7465, 14818, 12401, 8813, 8443, 8380]",10053.33,2640.86,-518.23,8020.98,0.2022,1,18,8,10.6,0.36,0,0.45,78,0.4009,0.6842,0,0,242,"[""Swiggy""]",2,3.1,16,1.0,0
USR0181,good,"[20043, 20310, 22531, 21207, 23382, 22540]",21668.83,1234.25,582.2,5913.42,0.7271,2,17,15,1.2,0.97,2,0.83,217,0.6013,0.7533,1,1,6709,"[""Ola"", ""UrbanClap""]",23,4.7,25,1.0,0
USR0182,moderate,"[27325, 31461, 34902, 29919, 29395, 21460]",29077.0,4113.24,-1157.31,14296.59,0.5083,2,16,13,5.8,0.55,1,0.72,136,0.6057,0.7027,0,1,1356,"[""Dunzo"", ""Zomato""]",19,3.9,19,1.0,0
USR0183,good,"[36013, 37232, 37761, 37365, 34320, 34809]",36250.0,1313.28,-432.91,15826.73,0.5634,1,18,16,1.3,0.94,3,0.93,189,0.5828,0.7561,1,1,3153,"[""Swiggy""]",31,4.8,24,1.0,0
USR0184,moderate,"[13889, 12763, 12065, 15611, 14193, 12288]",13468.17,1235.12,-4.83,5540.12,0.5887,2,13,8,5.2,0.67,1,0.55,120,0.554,0.8208,0,0,2856,"[""Zomato"", ""UrbanClap""]",6,4.4,17,1.0,1
USR0185,risky,"[18109, 12226, 10517, 12503, 7764, 15179]",12716.33,3286.19,-744.29,7926.77,0.3766,1,12,7,9.6,0.41,0,0.35,79,0.5057,0.7512,0,0,484,"[""Swiggy""]",6,3.1,9,0.1667,1
USR0186,moderate,"[18837, 18623, 20298, 22054, 17379, 17861]",19175.33,1576.97,-195.89,11706.34,0.3895,2,16,12,3.5,0.77,2,0.74,147,0.6202,0.727,0,0,510,"[""Swiggy"", ""Dunzo""]",13,4.0,19,1.0,1
USR0187,good,"[44314, 41485, 43891, 43740, 43211, 44701]",43557.0,1036.0,198.91,14755.35,0.6612,2,13,11,0.8,0.89,3,0.96,203,0.5722,0.7364,1,1,7463,"[""UrbanClap"", ""Ola""]",30,4.5,25,1.0,0
USR0188,risky,"[25674, 22100, 23652, 12959, 13772, 21673]",19971.67,4849.38,-1590.91,12245.74,0.3868,1,18,10,10.6,0.46,0,0.5,94,0.4407,0.7709,0,0,84,"[""Ola""]",6,3.7,10,0.5,1
USR0189,risky,"[22412, 11288, 13365, 10489, 16801, 18901]",15542.67,4251.15,-111.2,13196.96,0.1509,1,22,8,8.3,0.47,0,0.4,75,0.4836,0.7127,0,0,401,"[""Swiggy""]",10,3.3,8,0.1667,0
USR0190,risky,"[7369, 10613, 7368, 11204, 11901, 6967]",9237.0,2041.03,162.57,6209.05,0.3278,1,19,10,11.4,0.38,0,0.23,93,0.5082,0.7404,0,0,298,"[""Uber""]",1,3.7,6,0.6667,1
USR0191,moderate,"[12475, 16213, 17287, 13052, 17734, 13272]",15005.5,2134.35,123.23,6585.69,0.5611,1,17,12,5.7,0.74,2,0.69,149,0.5993,0.7485,0,1,2687,"[""Dunzo""]",14,3.9,19,1.0,0
USR0192,risky,"[17070, 20497, 22182, 15569, 23945, 14086]",18891.5,3568.21,-319.69,11512.04,0.3906,1,22,7,6.3,0.28,0,0.36,81,0.5179,0.7566,0,0,180,"[""Swiggy""]",4,3.5,10,0.8333,0
USR0193,risky,"[18358, 12874, 22288, 7566, 9164, 10540]",13465.0,5227.95,-1855.49,11148.96,0.172,1,19,8,8.8,0.32,0,0.16,80,0.595,0.786,0,0,280,"[""Ola""]",3,4.0,11,0.5,1
USR0194,moderate,"[38375, 19814, 33907, 32009, 24874, 34960]",30656.5,6344.12,-108.37,14524.64,0.5262,3,14,11,6.8,0.65,1,0.55,144,0.5864,0.6877,1,1,994,"[""Uber"", ""Swiggy"", ""Zomato""]",23,4.0,22,0.1667,0
USR0195,moderate,"[24616, 24530, 23687, 24791, 20449, 23998]",23678.5,1492.95,-406.54,14501.53,0.3876,1,15,10,6.3,0.64,1,0.59,129,0.667,0.7113,1,0,2330,"[""UrbanClap""]",10,3.9,23,1.0,1
USR0196,risky,"[11266, 22741, 5247, 15090, 10121, 15901]",13394.33,5448.89,-138.34,11011.62,0.1779,1,13,6,12.0,0.22,0,0.49,71,0.3492,0.6818,0,0,83,"[""Ola""]",11,4.0,10,0.3333,0
USR0197,good,"[39658, 39696, 36423, 38296, 36899, 41787]",38793.17,1824.77,117.91,13022.4,0.6643,3,13,11,0.7,0.9,2,0.86,175,0.6874,0.7526,1,1,2480,"[""Dunzo"", ""Zomato"", ""UrbanClap""]",37,4.7,28,1.0,0
USR0198,moderate,"[14596, 12552, 12564, 14318, 11943, 14566]",13423.17,1093.19,-6.37,8080.61,0.398,3,21,14,5.1,0.54,1,0.65,130,0.5776,0.7058,0,0,724,"[""UrbanClap"", ""Dunzo"", ""Swiggy""]",16,4.0,15,1.0,0
USR0199,good,"[39252, 38700, 36402, 36455, 38366, 36588]",37627.17,1175.57,-407.69,16832.52,0.5526,2,13,11,1.6,0.99,3,0.93,201,0.6548,0.7847,1,1,5793,"[""Swiggy"", ""Ola""]",37,4.8,29,1.0,0
USR0200,good,"[20367, 20478, 21377, 20887, 22306, 19675]",20848.33,831.8,43.83,7101.16,0.6594,1,22,19,1.4,0.99,3,0.9,211,0.6698,0.7587,1,1,7204,"[""Swiggy""]",32,4.7,23,1.0,0
USR0201,good,"[34482, 33565, 37372, 35277, 35016, 36881]",35432.17,1319.63,407.23,12921.38,0.6353,1,13,11,1.0,0.88,4,0.92,193,0.6393,0.7256,1,1,6833,"[""Ola""]",45,4.9,28,1.0,0
USR0202,moderate,"[17335, 15505, 20314, 18239, 17666, 15896]",17492.5,1584.93,-79.63,7796.7,0.5543,1,13,9,4.3,0.7,1,0.53,143,0.5597,0.6793,0,1,1515,"[""Ola""]",10,3.9,24,1.0,0
USR0203,moderate,"[10419, 14346, 13671, 12867, 9025, 13440]",12294.67,1912.7,-47.49,5866.27,0.5229,2,18,13,2.7,0.69,2,0.77,134,0.5739,0.7674,0,1,2852,"[""Dunzo"", ""Zomato""]",11,4.4,17,1.0,0
USR0204,moderate,"[11771, 14203, 14675, 12594, 11140, 18125]",13751.33,2318.99,585.71,7736.15,0.4374,2,21,17,5.3,0.68,2,0.72,120,0.6102,0.8059,0,0,953,"[""Swiggy"", ""UrbanClap""]",12,4.3,23,1.0,0
USR0205,moderate,"[24973, 28223, 27001, 32404, 29845, 28896]",28557.0,2307.63,853.83,16292.19,0.4295,1,23,14,4.7,0.76,1,0.71,141,0.5507,0.7121,0,1,1037,"[""Uber""]",7,4.4,23,1.0,1
USR0206,moderate,"[21024, 21491, 18940, 28954, 19810, 14451]",20778.33,4315.9,-796.97,10968.23,0.4721,3,13,9,4.4,0.53,2,0.62,127,0.4779,0.8174,0,1,2334,"[""Dunzo"", ""Ola"", ""Zomato""]",12,3.8,18,0.6667,0
USR0207,risky,"[18104, 15377, 13749, 17507, 20363, 17957]",17176.17,2110.23,513.74,14414.63,0.1608,1,12,5,5.3,0.47,0,0.2,80,0.55,0.7621,0,0,27,"[""Swiggy""]",5,3.1,10,1.0,1
USR0208,good,"[32685, 36895, 37615, 32083, 35921, 34334]",34922.17,2063.69,-5.97,14019.07,0.5986,2,19,17,0.8,0.89,2,0.82,200,0.55,0.7605,1,1,6482,"[""Ola"", ""Swiggy""]",26,4.6,29,1.0,0
USR0209,risky,"[18427, 17257, 19549, 17890, 17211, 25558]",19315.33,2901.47,967.37,12548.33,0.3503,1,21,9,5.6,0.46,0,0.41,97,0.5094,0.6554,0,0,344,"[""Uber""]",2,3.3,15,1.0,0
USR0210,moderate,"[14280, 18776, 19169, 24341, 19200, 14070]",18306.0,3472.24,154.11,8891.56,0.5143,2,20,13,6.4,0.57,2,0.64,132,0.5531,0.7912,0,1,516,"[""Dunzo"", ""Uber""]",20,4.1,22,1.0,0
USR0211,moderate,"[17456, 20759, 25618, 23302, 21114, 22134]",21730.5,2494.67,632.54,11751.44,0.4592,2,16,10,2.6,0.69,2,0.54,150,0.6556,0.7591,0,1,2328,"[""Ola"", ""UrbanClap""]",9,4.5,16,1.0,0
USR0212,good,"[28620, 25184, 29731, 28324, 27970, 28066]",27982.5,1379.55,119.46,12574.85,0.5506,3,15,14,0.3,0.95,3,0.9,196,0.5372,0.7998,1,1,6794,"[""Zomato"", ""Dunzo"", ""Uber""]",33,4.7,29,1.0,0
USR0213,good,"[34717, 32426, 33950, 35730, 31037, 32948]",33468.0,1537.04,-320.91,9973.83,0.702,3,22,21,1.7,0.87,2,0.98,195,0.6771,0.6271,1,1,3389,"[""Zomato"", ""Swiggy"", ""Ola""]",25,4.9,29,1.0,0
USR0214,moderate,"[11963, 16384, 14717, 13015, 13907, 14526]",14085.33,1387.97,105.2,7564.4,0.463,1,22,13,6.4,0.73,2,0.63,147,0.54,0.7668,1,1,2873,"[""Ola""]",18,4.5,24,1.0,0
